title,drug,lng,lat,enrollment,status,locations,popuptext
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-77.2281251,38.8573966,1600,"Active, not recruiting","Inova Fairfax Hospital, Falls Church, Virginia, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Inova Fairfax Hospital, Falls Church, Virginia, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-77.4299508,37.5408047,1600,"Active, not recruiting","VCU Health Medical Center, Richmond, Virginia, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />VCU Health Medical Center, Richmond, Virginia, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.2052146,48.0000596,1600,"Active, not recruiting","Providence Medical Research Center, Everett, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Providence Medical Research Center, Everett, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-119.2822234,46.2813864,1600,"Active, not recruiting","Kadlec Regional Medical Center, Kennewick, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Kadlec Regional Medical Center, Kennewick, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.8479904,47.0529957,1600,"Active, not recruiting","Providence St. Peter Hospital, Olympia, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Providence St. Peter Hospital, Olympia, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.3277093,47.6099974,1600,"Active, not recruiting","Virginia Mason Medical Center, Seattle, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Virginia Mason Medical Center, Seattle, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.32148720000001,47.6063315,1600,"Active, not recruiting","Swedish Center for Comprehensive Care, Seattle, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Swedish Center for Comprehensive Care, Seattle, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-117.4235336,47.6517794,1600,"Active, not recruiting","MultiCare Deaconess Hospital, Spokane, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />MultiCare Deaconess Hospital, Spokane, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.45297360000001,47.2593705,1600,"Active, not recruiting","MultiCare Tacoma General Hospital, Tacoma, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />MultiCare Tacoma General Hospital, Tacoma, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-122.4478581,47.24535830000001,1600,"Active, not recruiting","St Joseph Medical Center, Tacoma, Washington, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />St Joseph Medical Center, Tacoma, Washington, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,113.261861,23.113169,1600,"Active, not recruiting","The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-0.6043875,44.8274249,1600,"Active, not recruiting","CHU Pellegrin, Bordeaux, France","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />CHU Pellegrin, Bordeaux, France"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,3.8623414,43.6301844,1600,"Active, not recruiting","CHU de Montpellier-Hopital Gui de Chauliac, Montpelier Cedex 5, France","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />CHU de Montpellier-Hopital Gui de Chauliac, Montpelier Cedex 5, France"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,-1.5545498,47.2107575,1600,"Active, not recruiting","CHU de Nantes-Hotel Dieu, Nantes, France","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />CHU de Nantes-Hotel Dieu, Nantes, France"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,2.3672856,48.8771612,1600,"Active, not recruiting","Hopital Saint-Louis, Paris, France","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Hopital Saint-Louis, Paris, France"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,2.3827263,48.8488116,1600,"Active, not recruiting","Hopital Saint Antoine, Paris, France","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Hopital Saint Antoine, Paris, France"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,13.3766245,52.5264618,1600,"Active, not recruiting","Charite Universitatsmedizin Berlin, Campus Virchow-Klinikum, Medizinische Klinik Infektiologie Pneumologie, Berlin, Germany","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Charite Universitatsmedizin Berlin, Campus Virchow-Klinikum, Medizinische Klinik Infektiologie Pneumologie, Berlin, Germany"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,6.792286100000001,51.195064,1600,"Active, not recruiting","Universitatsklinikum Dusseldorf, Klinik fur Gastroenterologie, Hepatologie und Infektiologie, Düsseldorf, Germany","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Universitatsklinikum Dusseldorf, Klinik fur Gastroenterologie, Hepatologie und Infektiologie, Düsseldorf, Germany"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,9.974533,53.59081159999999,1600,"Active, not recruiting","Universitatsklinikum Hamburg-Eppendorf, Hamburg, Germany","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Universitatsklinikum Hamburg-Eppendorf, Hamburg, Germany"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,10.1433156,54.3307016,1600,"Active, not recruiting","Universitätsklinikum Schleswig-Holstein Campus Kiel, Kiel, Germany","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Universitätsklinikum Schleswig-Holstein Campus Kiel, Kiel, Germany"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Remdesivir,12.375768,51.385368,1600,"Active, not recruiting","Klinikum St. Georg gGmbH Klinik fur Infektiologie, Tropenmedizin, Nephrologie und Rheumatologie, Leipzig, Germany","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment</b><br /><i>Active, not recruiting, n = 1600</i><br />Klinikum St. Georg gGmbH Klinik fur Infektiologie, Tropenmedizin, Nephrologie und Rheumatologie, Leipzig, Germany"
