Clinical Trial Title,,lng,lat,Drug
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-87.6994788,41.9753719,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-95.71695,37.2253156,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-87.865238,42.2553365,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-87.8354513,41.860567,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-88.1562162,41.873256,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-86.1442253,39.9821468,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-86.1867987,39.7781772,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-86.0234347,40.0460751,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-91.1075419,30.4040862,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-90.0922393,29.9255899,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-90.1139717,30.0206297,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-89.7704122,30.2838293,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-76.6257057,39.2892017,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-76.612734,39.2930847,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-76.5963089,38.5593911,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-76.6117609,39.3882915,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.1480227,42.3489047,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.1044036,42.3748656,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.1462713,41.7099524,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.1502191,42.709852,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.34085,42.647772,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-70.9541728,42.1757238,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-71.7920244,42.2730591,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.6558552,42.2650021,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.498856,42.5925502,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.055094,42.3535427,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.0758102,42.3635022,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-83.742242,43.011833,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-85.580433,42.2855115,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-90.1736583,32.3299207,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-90.2629289,38.6351441,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1123729,40.6681687,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1764487,40.7856535,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-75.1169561,39.9415299,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.3504719,40.5563582,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.2145035,40.6590205,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9687157,40.9042797,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.86113,40.5314853,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.3109106,40.2386315,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.6716971,40.2160069,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.0510031,40.7155777,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.0501141,40.7341106,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9854333,40.2954704,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.4656519,40.7894006,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.0405748,40.2089489,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.459393,40.5014988,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1752203,40.7443458,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1901945,40.7401785,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1316667,40.0769444,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1917012,40.4054853,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.1005112,40.9838774,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.3526072,40.7128985,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.010588,40.8827798,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.7520604,40.2359639,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.9275257,39.8426668,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.8037182,42.6558325,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9248154,40.7680385,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.2944672,40.6940791,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.2415629,40.7258337,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9243948,40.816972,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.8913311,40.8529975,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.8458397,40.8492061,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.880041,40.8804291,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9777743,40.691265,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9332436,40.6593818,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.945734,40.6552459,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9425116,40.6996948,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9439771,40.656587,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.0240443,40.60855,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9123577,40.6549713,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9373439,40.678599,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.978424,40.6677145,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9982409,40.6393024,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.0208955,40.6467233,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9428238,40.6187604,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9648753,40.5855566,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-78.8648375,42.9011764,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.554059,40.727212,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.8253356,40.7472479,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.6460742,43.3062687,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.8044537,40.7169469,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9722693,40.746844,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.952559,40.7650229,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9444135,40.7848328,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9430784,40.8414368,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9395087,40.8143104,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.004758,40.7099166,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9634264,40.7646529,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.6305987,40.6519366,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.9357942,41.6943079,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-77.5878398,43.1924948,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.6702617,40.8046832,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.916504,42.8200283,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-74.086124,40.5847086,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.1162806,40.908827,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-73.6726737,42.7340076,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-79.0514592,35.9039805,Remdesivir
Expanded Access Treatment Protocol: Remdesivir (RDV; GS-5734) for the Treatment of SARS-CoV2 (CoV) Infection (COVID-19),,-80.8208167,35.2098767,Remdesivir
