Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"VCU Health Medical Center, Richmond, Virginia, United States",-77.4299508,37.5408047,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Providence Medical Research Center, Everett, Washington, United States",-122.2052146,48.0000596,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Kadlec Regional Medical Center, Kennewick, Washington, United States",-119.2822234,46.2813864,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Providence St. Peter Hospital, Olympia, Washington, United States",-122.8479904,47.0529957,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Virginia Mason Medical Center, Seattle, Washington, United States",-122.3277093,47.6099974,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Swedish Center for Comprehensive Care, Seattle, Washington, United States",-122.3214872,47.6063315,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"MultiCare Deaconess Hospital, Spokane, Washington, United States",-117.4235336,47.6517794,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"MultiCare Tacoma General Hospital, Tacoma, Washington, United States",-122.4529736,47.2593705,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"St Joseph Medical Center, Tacoma, Washington, United States",-122.4478581,47.2453583,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China",113.261861,23.113169,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"CHU Pellegrin, Bordeaux, France",-0.6043875,44.8274249,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"CHU de Montpellier-Hopital Gui de Chauliac, Montpelier Cedex 5, France",3.8623414,43.6301844,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"CHU de Nantes-Hotel Dieu, Nantes, France",-1.5545498,47.2107575,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Hopital Saint-Louis, Paris, France",2.3672856,48.8771612,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Hopital Saint Antoine, Paris, France",2.3827263,48.8488116,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Charite Universitatsmedizin Berlin, Campus Virchow-Klinikum, Medizinische Klinik Infektiologie Pneumologie, Berlin, Germany",13.3766245,52.5264618,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Universitatsklinikum Dusseldorf, Klinik fur Gastroenterologie, Hepatologie und Infektiologie, Düsseldorf, Germany",6.7922861,51.195064,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Universitatsklinikum Hamburg-Eppendorf, Hamburg, Germany",9.974533,53.5908116,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Universitätsklinikum Schleswig-Holstein Campus Kiel, Kiel, Germany",10.1433156,54.3307016,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Klinikum St. Georg gGmbH Klinik fur Infektiologie, Tropenmedizin, Nephrologie und Rheumatologie, Leipzig, Germany",12.375768,51.385368,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Klinikum rechts der Isar der TU Munchen, Klinik und Poliklinik Innere Medizin 2, Munich, Germany",11.599781,48.137976,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Klinik für Hämatologie, Onkologie, Immunologie, München, Germany",11.57756,48.16945,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Robert-Bosch-Krankenhaus (RBK), Klinik Schillerhohe (KSH) und Dr. Margarete Fischer-Bosch-Institut fur klinische Pharmakologie (IKP), Stuttgart, Germany",9.185814,48.815163,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Prince of Wales Hospital, Hong Kong, Hong Kong",114.201222,22.378404,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Princess Margaret Hospital, Hong Kong, Hong Kong",114.1338324,22.3415435,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Queen Mary Hospital, Hong Kong, Hong Kong",114.1312557,22.2701076,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"UOC Malattie Infettive, ASST Papa Giovanni XXIII, Bergamo, Italy",9.638066,45.686107,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"ASST degli Spedali Civili di Brescia, Brescia, Italy",10.233707,45.5614101,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"ASST di Cremona - Azienda Socio Sanitaria Territor, Cremona, Italy",10.0523058,45.1300126,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"UOC Malattie Infettive, IRCCS Ospedale San Raffaele, Milano, Italy",9.2659593,45.5050198,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"ASST Fatebenefratelli Sacco, Milano, Italy",9.2190716,45.4847912,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"UO Malattie Infettive, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",9.197922,45.4588868,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"UOC Malattie Infettive e Tropicali, Azienda Ospedaliera di Padova, Padova PD, Italy",11.8909972,45.4042074,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Azienda Ospedaliero Universitaria di Parma, Parma, Italy",10.3083481,44.8016341,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Malattie Infettive I, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy",9.1488319,45.1962179,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Ospedale Guglielmo da Saliceto AUSL di Piacenza, Piacenza, Italy",9.680999,45.0551613,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"UOC Malattie Infettive ad Alta Intensita di Cure, Istituto Nazionale Malattie Infettive Lazzaro Spallanzani I.R.C.C.S., Roma, Italy",12.4564793,41.866501,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Clinica Universitaria Malattie Infettive, Ospedale Amedeo di Savoia, Torino, Italy",7.6596554,45.0889028,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Yokohama Municipal Citizen's Hospital, Kanagawa, Japan",139.604878,35.4688457,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Nagoya City East Medical Center, Nagoya, Japan",136.9436445,35.1738983,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Tokyo Metropolitan Bokutoh Hospital, Tokyo, Japan",139.818798,35.6946101,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Kyungpook National University Hospital, Daegu, Korea, Republic of",128.6051356,35.865942,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Seoul Medical Center, Seoul, Korea, Republic of",127.0981666,37.6127725,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"National Medical Center, Seoul, Korea, Republic of",127.0056589,37.5672412,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Amsterdam University Medical Centre - Location AMC, Amsterdam, Netherlands",4.9592096,52.2938961,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,NCT04292730,"Leiden University Medical Center, Leiden, Netherlands",4.4785036,52.1660315,Remdesivir
